user_id,ad_click,article_click,banner_click,banner_video_ad_click,banner_video_click,choice_card_click,clicked_whiteboard_proceed,complete_scheme_profile_click,contact_now_click,jobs_card_click,jobs_options_click,location_details_screen_proceed_click,logout_click,notification_click,scheme_category_click,scheme_click,service_options_click,sub_service_card_click,sub_service_click,verify_otp_click,view_modify_click,article_view,enquiry_successfully,choice_submit_success,engagement_time_msec
194892,0,0,0,0,0,40,0,0,0,0,0,1,0,0,0,0,2,0,2,0,2,3,0,7,5842268
204967,0,0,0,0,1,14,1,0,0,0,0,1,0,1,0,0,3,0,2,0,33,0,0,12,5839386
185392,0,0,0,4,5,14,0,0,0,0,1,0,4,0,0,0,10,0,4,3,9,0,0,3,5838575
213363,0,0,3,0,0,15,0,0,0,0,0,0,0,0,2,1,0,0,0,0,5,3,0,10,5828048
199270,0,0,0,0,1,1,0,1,0,6,3,0,2,0,0,0,18,0,0,0,0,0,0,0,5801328
198661,0,0,0,0,0,0,0,0,0,1,1,3,0,0,1,1,1,0,1,0,20,0,0,0,5785617
220599,0,0,1,0,0,18,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,21,10,9,5776328
214007,0,2,0,0,0,20,15,1,0,6,2,1,1,15,1,0,0,0,0,0,8,21,0,11,5769729
195263,0,0,0,0,0,37,99,0,0,0,2,0,1,105,1,0,9,0,2,39,16,0,0,7,5753511
208850,0,3,8,4,0,0,0,1,0,0,4,0,0,7,3,2,11,0,3,0,1,26,0,0,5705676
212210,0,0,1,0,0,15,0,0,0,0,2,0,0,0,2,0,1,0,1,0,0,20,0,10,5697391
213862,0,1,0,0,0,12,6,1,0,0,2,0,0,2,2,0,5,0,2,0,2,51,0,10,5662202
207824,0,2,1,0,2,27,32,0,1,3,8,1,0,36,2,1,0,0,0,0,5,40,0,11,5661746
213207,0,3,0,0,0,9,0,0,0,0,8,0,1,0,2,1,8,0,4,1,6,44,0,9,5641410
207115,0,0,0,0,0,15,1,0,0,0,4,1,1,4,0,0,2,0,0,1,21,3,0,12,5639318
216840,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,27,0,10,5568906
194273,0,2,0,2,5,0,0,1,0,124,39,0,0,0,2,2,10,0,14,1,4,0,61,0,5556322
211354,0,2,3,1,1,11,6,0,1,44,7,1,1,8,2,2,9,0,3,0,10,26,0,10,5514055
208296,0,1,0,0,0,14,6,0,0,0,0,1,0,6,2,1,2,0,1,0,5,31,0,10,5502769
191686,0,0,0,0,1,16,2,0,1,0,0,1,0,3,2,2,4,0,2,0,13,0,0,15,5486004
196126,0,0,0,0,0,19,0,0,0,0,0,2,0,0,0,0,0,0,0,0,16,0,0,14,5436857
204591,0,1,0,0,0,14,3,0,0,0,0,1,3,3,2,0,0,0,0,0,2,0,0,11,5435245
188506,0,0,0,0,0,15,1,0,0,0,0,0,10,1,0,0,0,0,0,8,1,0,0,9,5434158
191800,0,0,0,0,0,9,1,0,0,0,6,1,0,0,5,2,3,0,4,0,4,0,0,5,5430582
197092,0,0,0,0,0,18,0,0,0,0,0,4,1,0,1,0,3,0,0,1,26,0,0,12,5421888
191227,0,1,0,0,1,0,0,0,0,12,18,1,0,0,0,0,1,0,0,0,16,0,0,0,5419287
186002,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5377903
216882,0,3,0,0,0,0,1,0,0,0,4,0,0,0,7,48,3,0,0,0,0,28,1,0,5367476
222383,0,1,0,0,0,13,5,0,0,0,2,3,0,5,0,0,5,0,2,0,10,22,0,10,5349187
193413,0,0,0,0,0,21,0,0,0,0,2,5,0,3,0,0,0,0,0,1,11,0,0,5,5273946
202371,0,2,0,0,0,11,2,0,0,1,5,1,0,6,2,1,9,1,9,0,8,0,1,7,5230172
207823,0,0,0,0,0,16,1,0,0,9,9,1,0,1,0,0,4,0,3,0,6,45,0,11,5218738
210002,0,1,1,0,0,13,7,0,0,26,5,2,1,8,0,0,1,0,0,0,25,25,0,11,5211110
186151,0,4,0,2,61,0,4,1,0,11,21,0,0,0,4,2,0,0,0,0,2,0,8,0,5207967
201560,0,1,0,1,2,32,0,0,0,0,1,2,0,0,0,0,0,0,0,0,5,0,0,11,5197087
208592,0,0,1,0,0,11,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,51,0,10,5194382
205236,0,1,0,0,2,25,0,0,0,0,0,0,0,0,2,0,3,0,2,0,2,0,0,10,5180472
205411,0,5,1,1,1,0,0,1,0,0,0,0,0,0,11,13,0,0,0,0,0,0,1,0,5169276
193736,0,1,0,0,3,19,0,1,0,0,0,0,0,0,7,12,3,0,0,0,0,0,3,11,5135546
204906,0,0,0,0,0,28,0,0,0,0,0,1,0,0,0,0,0,0,0,1,13,0,0,13,5133133
212130,0,0,0,0,0,12,0,0,0,0,1,0,0,0,1,0,3,0,3,0,0,20,0,10,5128220
194270,0,0,0,0,1,0,0,0,0,1,5,0,0,0,0,0,2,0,1,0,0,28,0,0,5120445
201768,0,0,0,0,0,18,5,0,0,8,8,1,0,6,3,4,5,1,4,0,13,4,3,12,5087237
205273,0,0,0,0,1,7,0,0,0,0,7,0,7,0,1,0,7,0,0,28,1,75,0,0,5081690
198145,0,1,0,0,0,12,11,0,0,0,0,0,0,10,1,0,0,0,0,0,4,6,0,10,5061177
210124,0,0,7,0,1,15,16,0,0,0,5,1,0,15,2,1,0,0,0,0,2,31,0,11,5047254
213579,0,0,0,0,0,12,14,0,0,0,0,2,0,15,0,0,3,0,2,0,6,4,0,11,5043165
205902,0,0,0,0,0,16,1,0,0,0,1,1,0,5,1,0,3,0,1,0,12,0,0,12,5005308
201531,0,0,0,0,0,26,0,0,0,0,3,3,0,0,0,0,1,0,2,0,19,0,0,15,4996056
206572,0,1,0,0,0,0,0,0,0,0,39,1,0,0,5,5,5,0,1,0,4,0,0,0,4987065
190898,0,0,0,0,0,26,0,0,0,1,2,1,0,0,1,2,1,0,1,1,19,0,2,12,4951456
210176,0,1,0,0,0,12,1,0,0,0,2,1,0,1,1,0,5,0,5,0,6,14,0,10,4948880
193119,0,0,0,0,3,21,1,0,0,0,2,11,0,0,0,0,0,0,0,0,15,0,0,14,4940151
194555,0,0,0,0,0,12,1,0,0,0,0,1,0,3,0,0,1,0,1,0,27,0,0,11,4901977
206972,0,0,0,0,0,15,9,0,0,0,0,1,1,7,1,0,0,0,0,1,25,0,0,11,4883600
202456,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,6,1,0,0,0,0,7,0,0,4853512
222142,0,6,2,2,11,0,0,0,0,2,34,0,0,0,3,1,1,0,4,0,2,44,0,0,4844214
211804,0,0,0,0,1,11,0,0,0,0,0,2,0,0,0,0,1,0,0,0,16,10,0,10,4827650
215037,0,1,5,0,5,1,0,0,0,0,2,0,0,2,3,0,9,0,6,0,1,38,0,0,4781550
185667,0,0,0,0,0,23,1,0,0,0,0,3,0,2,0,0,0,0,0,0,3,0,0,14,4765192
216539,0,1,2,0,0,14,2,0,0,0,2,0,1,4,2,5,3,0,4,1,3,25,7,11,4760011
193415,0,1,0,0,36,18,1,0,0,0,1,2,2,2,1,2,12,0,0,0,17,0,0,10,4741915
195556,0,0,0,0,0,16,0,0,0,0,0,3,0,0,0,0,0,0,0,0,21,0,0,11,4735160
202380,0,1,0,0,0,0,2,2,0,0,0,1,1,2,4,0,8,0,1,1,0,0,0,0,4708519
207677,0,0,0,0,0,12,2,0,0,0,0,0,0,5,0,0,3,0,1,0,1,7,0,11,4707574
221134,0,0,0,0,0,14,0,0,0,0,3,0,0,0,1,0,1,0,1,0,4,26,0,6,4707128
222001,0,1,0,0,0,14,3,0,0,0,1,0,0,4,3,0,3,0,0,0,14,19,0,11,4700728
221464,0,0,0,0,0,12,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,16,0,10,4685703
217466,0,0,0,0,0,15,5,0,0,0,3,0,1,5,0,0,2,0,0,1,8,17,0,12,4684989
194556,0,0,0,0,0,29,0,0,0,0,0,6,0,0,0,0,1,0,0,24,19,0,0,15,4680329
211525,0,0,0,0,0,18,0,0,0,0,0,1,0,1,1,0,0,0,0,0,4,6,0,12,4644918
195762,0,0,0,0,3,20,2,0,0,0,0,1,0,0,3,1,0,0,0,0,2,0,0,11,4638030
202958,0,2,0,0,0,0,0,0,0,0,2,1,0,3,5,1,8,0,2,0,34,0,0,0,4633035
207353,0,1,0,0,0,16,0,0,0,1,3,2,1,1,3,1,1,0,0,1,11,8,0,10,4629795
219069,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1,0,10,4622884
213341,0,0,3,0,0,12,0,0,0,0,0,0,2,0,0,0,0,0,0,1,10,11,0,9,4593795
205976,0,0,0,0,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,11,4573780
211034,0,3,1,0,0,4,0,0,0,0,1,1,0,0,2,6,3,0,1,0,4,29,0,1,4566465
203668,0,1,0,0,0,8,0,0,0,2,3,1,0,5,0,0,1,0,0,0,12,0,0,7,4558486
219841,0,1,1,0,0,13,10,0,0,1,10,0,0,8,0,0,3,0,2,0,11,41,0,10,4550576
211781,0,1,9,0,0,17,14,0,0,0,0,0,1,14,1,0,4,0,2,0,26,12,0,10,4523490
219212,0,0,4,0,0,1,0,0,0,0,1,0,0,0,1,0,3,0,3,0,5,36,0,0,4495651
207949,0,2,0,0,0,14,1,0,0,1,0,3,0,2,0,0,3,0,3,1,20,46,0,12,4472324
217479,0,4,0,0,2,1,1,0,0,39,14,1,0,1,0,0,23,0,12,2,0,90,0,0,4471601
194853,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,4440219
205697,0,0,0,0,0,33,0,0,0,47,34,0,0,0,3,2,5,0,3,0,4,0,0,12,4438943
185344,0,0,0,0,0,21,1,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0,9,4424946
196599,0,1,0,0,7,0,1,0,0,0,1,2,0,2,0,0,1,0,0,0,51,0,0,0,4404204
218713,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,9,4392056
206382,0,0,0,0,0,8,1,0,0,0,0,1,2,1,0,0,1,0,0,3,6,0,0,2,4390770
196579,0,0,0,0,0,25,1,0,0,0,0,3,0,1,1,0,0,0,0,0,16,0,0,13,4386527
184356,0,0,0,0,0,17,4,0,0,0,0,1,1,4,0,0,3,0,1,0,32,0,0,14,4384179
190532,0,0,0,0,0,21,6,0,0,0,0,0,0,6,1,0,3,0,3,0,8,0,0,15,4379944
218695,0,0,0,0,0,22,0,0,0,0,2,0,1,0,0,0,0,0,0,14,0,6,0,10,4375399
214005,0,0,0,1,0,14,6,0,0,1,3,1,0,7,2,1,2,0,0,0,19,19,0,12,4375234
188624,0,2,0,20,43,0,3,0,0,2,3,1,0,12,0,0,0,0,0,0,1,0,0,0,4375183
211019,0,3,0,0,0,21,5,0,0,0,3,0,0,5,2,0,15,2,9,0,0,47,0,5,4374842
214718,0,0,0,0,1,23,0,0,0,7,2,5,1,0,0,0,0,0,0,1,10,29,0,6,4358721
219015,0,0,1,0,0,15,4,0,0,0,2,0,0,4,1,1,1,0,3,0,5,9,0,11,4356013
204991,0,1,0,0,0,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,10,4352281
200998,0,0,0,0,1,22,2,0,0,0,2,4,0,5,0,0,0,0,0,0,27,0,0,11,4339114
185348,0,0,0,0,0,15,0,0,0,0,0,1,2,1,1,0,0,0,0,1,3,0,0,5,4330793
189400,0,1,0,0,1,15,0,0,0,3,1,2,18,2,0,0,5,0,3,18,34,0,0,14,4330556
194563,0,0,0,0,0,20,1,0,0,0,0,5,0,11,0,0,0,0,0,0,19,0,0,14,4317067
199811,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4296616
211601,0,1,0,0,0,10,2,0,0,0,7,0,0,1,1,0,2,0,4,0,2,38,0,10,4286413
210962,0,0,2,0,0,17,2,0,0,0,1,3,0,0,0,0,0,0,0,0,9,0,0,4,4268281
201490,0,5,0,0,0,0,0,0,0,0,10,0,0,0,1,0,6,0,6,0,2,0,0,0,4258710
189613,0,0,0,0,0,16,0,0,0,2,3,0,2,0,2,0,2,0,1,4,0,8,0,13,4252698
202141,0,0,0,0,0,14,4,0,0,0,0,8,2,1,0,0,1,0,1,2,5,0,0,12,4249601
196764,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4234528
218831,0,1,2,0,0,3,0,0,0,26,10,1,0,0,2,3,12,3,12,0,6,32,0,3,4233339
216817,0,1,1,0,0,11,3,0,0,0,0,0,3,0,1,1,2,0,0,2,5,15,0,11,4227001
204149,0,0,1,0,0,17,6,0,0,1,2,7,2,5,3,4,4,0,0,1,19,5,0,12,4220327
217899,0,2,1,0,0,20,7,0,0,16,1,1,0,10,1,1,0,0,0,1,19,13,0,15,4219161
187750,0,0,0,0,0,3,1,2,0,42,2,1,0,2,1,0,0,0,0,0,6,14,0,2,4200079
198274,0,0,0,0,0,19,0,0,0,1,0,1,0,0,1,1,1,0,0,0,7,0,0,8,4188728
185416,0,1,0,0,1,0,1,0,0,0,1,0,8,1,0,0,6,0,0,21,0,0,0,0,4180985
185523,0,7,0,0,0,2,1,0,0,2,7,1,13,2,7,6,5,0,4,13,24,0,0,0,4175292
202055,0,0,0,0,2,23,2,0,0,0,0,0,0,2,1,1,0,0,0,0,2,0,0,12,4156677
212389,0,2,3,0,0,0,1,0,0,0,2,0,0,2,6,6,0,0,0,0,4,43,0,0,4156490
199376,0,1,0,0,6,2,0,0,0,1,1,1,0,0,0,0,5,0,2,0,4,0,0,1,4129336
206198,0,0,0,0,0,12,7,0,0,2,1,1,0,4,3,1,0,0,0,0,10,0,0,12,4123692
191678,0,0,0,0,2,19,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,12,4121430
183818,0,0,1,0,0,20,0,0,0,2,2,7,0,0,0,0,0,0,0,0,5,0,0,13,4114004
214165,0,0,0,0,0,10,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,10,0,10,4109272
207827,0,0,0,0,0,20,0,0,0,0,1,1,0,0,2,0,1,0,0,0,1,6,0,10,4107412
193133,0,1,0,0,0,0,19,0,0,0,0,0,0,42,4,0,4,0,4,0,23,0,0,0,4105700
188025,0,2,1,0,0,7,0,0,0,0,5,1,10,2,0,0,0,0,0,13,15,0,0,3,4089074
214256,0,2,1,0,0,1,0,0,0,9,14,1,0,0,0,0,1,0,1,2,3,20,0,1,4082428
213319,0,0,0,0,0,13,6,0,0,0,0,0,0,8,0,0,0,0,0,0,2,4,0,12,4081542
195274,0,0,0,0,0,19,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,0,0,12,4051436
210768,0,0,2,0,0,11,1,0,0,8,4,2,0,1,1,1,0,0,0,0,8,18,0,10,4031156
211734,0,10,0,0,0,0,2,2,0,1,4,0,0,2,6,12,2,0,1,0,2,49,0,0,4022771
212784,0,2,1,0,0,3,2,0,0,0,3,0,1,0,3,2,7,0,3,0,15,96,0,1,4002180
207711,0,4,0,0,0,2,3,0,0,3,4,0,0,7,1,0,8,0,7,0,0,33,0,0,3987489
208345,0,0,0,0,0,22,4,0,0,0,0,2,0,4,0,0,0,0,0,1,14,6,0,10,3980317
